age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,id,sex,marital_status,age,education,income,occupation,settlement_size
0.6727272727272728,admin.,married,secondary,no,2343.0,yes,no,unknown,0.13333333333333333,may,0.6576884936502346,0.0,0.0,0.0,unknown,yes,0.0,0.0,single,0.9791666666666666,university,124670.0,skilled employee / official,1.0
0.6181818181818182,admin.,married,secondary,no,45.0,no,no,unknown,0.13333333333333333,may,0.9295927833402635,0.0,0.0,0.0,unknown,yes,0.0,1.0,non-single (divorced / separated / married / widowed),0.041666666666666685,high school,150773.0,skilled employee / official,1.0
0.3454545454545454,technician,married,secondary,no,1270.0,yes,no,unknown,0.13333333333333333,may,0.8796903489971524,0.0,0.0,0.0,unknown,yes,0.0,0.0,single,0.6041666666666666,high school,89210.0,unemployed / unskilled,0.0
0.6000000000000001,services,married,secondary,no,2476.0,yes,no,unknown,0.13333333333333333,may,0.3614727615879208,0.0,0.0,0.0,unknown,yes,0.0,0.0,single,0.5208333333333334,high school,171565.0,skilled employee / official,0.5
0.5818181818181818,admin.,married,tertiary,no,-9999,no,no,unknown,0.13333333333333333,may,0.4216115927193625,0.08333333333333333,0.0,0.0,unknown,yes,0.0,0.0,single,0.6874999999999999,high school,149031.0,skilled employee / official,0.5
0.3636363636363636,management,single,tertiary,no,9999999,yes,yes,unknown,0.13333333333333333,may,0.3505965900003196,0.08333333333333333,0.0,0.0,unknown,yes,0.0,0.0,single,0.3125,high school,144848.0,unemployed / unskilled,0.0
0.6181818181818182,management,married,tertiary,no,830.0,yes,yes,unknown,0.16666666666666669,may,0.759412686734269,0.0,0.0,0.0,unknown,yes,0.0,0.0,single,0.6874999999999999,high school,156495.0,skilled employee / official,0.5
0.6909090909090909,retired,divorced,secondary,no,-9999,yes,no,unknown,0.16666666666666669,may,0.6500111960589867,0.0,0.0,0.0,unknown,yes,0.0,0.0,single,0.3125,high school,193621.0,management / self-employed / highly qualified employee / officer,0.5
0.27272727272727276,technician,married,secondary,no,0.0,yes,no,unknown,0.16666666666666669,may,0.38002623076676983,0.0,0.0,0.0,unknown,yes,0.0,0.0,non-single (divorced / separated / married / widowed),0.8541666666666666,high school,151591.0,unemployed / unskilled,0.0
0.10909090909090907,services,single,secondary,no,5090.0,yes,no,unknown,0.16666666666666669,may,0.8208310674642519,0.16666666666666669,0.0,0.0,unknown,yes,0.0,0.0,non-single (divorced / separated / married / widowed),0.16666666666666663,high school,9999999,management / self-employed / highly qualified employee / officer,0.0
0.29090909090909095,admin.,single,secondary,no,100.0 $,yes,no,unknown,0.2,may,0.49390614503694663,0.0,0.0,0.0,unknown,yes,0.0,1.0,non-single (divorced / separated / married / widowed),0.10416666666666663,high school,108469.0,skilled employee / official,0.0
0.14545454545454545,blue-collar,married,secondary,no,309.0,yes,no,unknown,0.2,may,0.9980486868622238,0.08333333333333333,0.0,0.0,unknown,yes,0.0,1.0,non-single (divorced / separated / married / widowed),0.08333333333333337,high school,9999999,skilled employee / official,0.0
0.12727272727272726,management,married,tertiary,no,9999999,yes,yes,unknown,0.2,may,1.0,0.25,0.0,0.0,unknown,yes,0.0,1.0,non-single (divorced / separated / married / widowed),0.041666666666666685,high school,108687.0,skilled employee / official,1.0
0.43636363636363634,blue-collar,single,tertiary,no,460.0,yes,no,unknown,0.2,may,0.696074981606474,0.08333333333333333,0.0,0.0,unknown,yes,0.0,0.0,single ,0.8333333333333334,university,89374.0,unemployed / unskilled,0.0
0.16363636363636364,technician,single,tertiary,no,703.0,yes,no,unknown,0.23333333333333334,may,0.5943507885224396,0.08333333333333333,0.0,0.0,unknown,yes,0.0,1.0,non-single (divorced / separated / married / widowed),0.16666666666666663,high school,102899.0,skilled employee / official,0.5
0.2363636363636364,admin. ,divorced,tertiary,no,3837.0,yes,no,unknown,0.23333333333333334,may,0.6845590352196022,0.0,0.0,0.0,unknown,yes,0.0,1.0,non-single (divorced / separated / married / widowed),0.25,high school,9999999,skilled employee / official,0.0
0.18181818181818182,blue-collar,single,primary,no,611.0,yes,no,unknown,0.23333333333333334,may,0.33716131921563586,0.16666666666666669,0.0,0.0,unknown,yes,0.0,0.0,single ,0.6874999999999999,high school,125550.0,skilled employee / official,0.0
0.4909090909090909,management,married,secondary,no,-8.0,yes,no,unknown,0.23333333333333334,may,0.7069511531940752,0.0,0.0,0.0,unknown,yes,0.0,0.0,single,0.10416666666666663,other / unknown,157434.0,skilled employee / official,1.0
0.3454545454545454,admin. ,married,secondary,no,55.0,yes,no,unknown,0.23333333333333334,may,0.7075909279933458,0.08333333333333333,0.0,0.0,unknown,yes,0.0,1.0,non-single (divorced / separated / married / widowed),0.5,university,261952.0,management / self-employed / highly qualified employee / officer,1.0
0.4909090909090909,admin.,divorced,secondary,no,168.0,yes,yes,unknown,0.23333333333333334,may,0.31924762483605745,0.0,0.0,0.0,unknown,yes,0.0,0.0,single,0.22916666666666663,other / unknown,144657.0,skilled employee / official,0.5
0.10909090909090907,admin.,divorced,secondary,no,785.0,yes,no,unknown,0.23333333333333334,may,0.2738236140878409,0.08333333333333333,0.0,0.0,unknown,yes,0.0,0.0,single,0.5833333333333334,high school,9999999,skilled employee / official,0.5
0.3818181818181818,management,single,tertiary,no,2067.0,yes,no,unknown,0.23333333333333334,may,0.47471290105882696,0.0,0.0,0.0,unknown,yes,0.0004951657538185827,0.0,single,0.5,high school,147511.0,skilled employee / official,0.5
0.3818181818181818,admin. ,divorced,tertiary,no,388.0,yes,no,unknown,0.23333333333333334,may,1.0,0.08333333333333333,0.0,0.0,unknown,yes,0.0010056459068437107,0.0,single,0.5833333333333334,high school,89804.0,unemployed / unskilled,0.0
0.3818181818181818,blue-collar,married,primary,no,-192.0,yes,no,unknown,0.23333333333333334,may,0.7075909279933458,0.08333333333333333,0.0,0.0,unknown,yes,0.0015161260671447963,0.0,single,0.27083333333333337,high school,134918.0,skilled employee / official,1.0
0.27272727272727276,admin. ,single,secondary,no,0.0,yes,no,unknown,0.23333333333333334,may,0.6212213300918072,0.08333333333333333,0.0,0.0,unknown,yes,0.002026606227445882,0.0,non-single (divorced / separated / married / widowed),0.125,high school,103667.0,skilled employee / official,1.0
0.2363636363636364,blue-collar,single,secondary,no,40.0,yes,no,unknown,0.26666666666666666,may,0.38578420396020574,0.25,0.0,0.0,unknown,yes,0.0025370863804710098,0.0,single,0.33333333333333337,high school,71909.0,unemployed / unskilled,0.0
0.16363636363636364,technician,single,tertiary,no,22.0,yes,no,unknown,0.26666666666666666,may,0.3000543808579378,0.16666666666666669,0.0,0.0,unknown,yes,0.0030475665407720953,0.0,non-single (divorced / separated / married / widowed),0.39583333333333337,bachelors ,68264.0,unemployed / unskilled,0.0
0.3818181818181818,blue-collar,single,secondary,no,3.0,yes,no,unknown,0.26666666666666666,may,0.5853939413326504,0.16666666666666669,0.0,0.0,unknown,yes,0.003558046701073181,1.0,non-single (divorced / separated / married / widowed),0.45833333333333337,university,163025.0,skilled employee / official,0.5
0.16363636363636364,admin.,married,secondary,no,307.0,yes,no,unknown,0.26666666666666666,may,0.3352419948178239,0.0,0.0,0.0,unknown,yes,0.004068526854098309,0.0,single,0.29166666666666663,high school,119307.0,skilled employee / official,0.5
0.10909090909090907,blue-collar,single,secondary,no,759.0,yes,no,unknown,0.26666666666666666,may,0.44528326029237675,0.0,0.0,0.0,unknown,yes,0.004579007014399394,0.0,single,0.8958333333333334,bachelors ,175882.0,skilled employee / official,0.0
0.18181818181818182,blue-collar,married,secondary,yes,-1.0,yes,no,unknown,0.26666666666666666,may,0.40881609673394936,0.0,0.0,0.0,unknown,yes,0.00508948717470048,0.0,non-single (divorced / separated / married / widowed),0.33333333333333337,high school,159646.0,skilled employee / official,0.5
0.6909090909090909,technician,married,primary,no,65.0,yes,no,unknown,0.26666666666666666,may,0.6487316464604455,0.08333333333333333,0.0,0.0,unknown,yes,0.005599967327725608,0.0,single,0.14583333333333337,bachelors ,120131.0,skilled employee / official,0.5
0.07272727272727275,blue-collar,single,secondary,no,82.0,yes,no,unknown,0.26666666666666666,may,0.40945587153322,0.0,0.0,0.0,unknown,yes,0.0061104474880266935,0.0,single,0.20833333333333337,other / unknown,162745.0,skilled employee / official,1.0
0.3272727272727273,blue-collar,married,secondary,no,0.0,yes,no,unknown,0.26666666666666666,may,1.0,0.08333333333333333,0.0,0.0,unknown,yes,0.006620927641051821,0.0,single ,0.7708333333333334,university,87605.0,skilled employee / official,0.0
0.2,blue-collar,divorced,primary,no,390.0,yes,no,unknown,0.26666666666666666,may,0.4164933943251972,0.08333333333333333,0.0,0.0,unknown,yes,0.007131407801352907,1.0,non-single (divorced / separated / married / widowed),0.27083333333333337,high school,155569.0,management / self-employed / highly qualified employee / officer,0.5
0.18181818181818182,management,single,tertiary,no,311.0,no,no,unknown,0.3666666666666667,may,0.4753526758580976,0.08333333333333333,0.0,0.0,unknown,yes,0.0076418879616539925,0.0,single,0.10416666666666663,other / unknown,104505.0,unemployed / unskilled,0.0
0.2363636363636364,blue-collar,married,primary,no,0.0,no,no,unknown,0.4,may,0.31348965164262155,0.25,0.0,0.0,unknown,yes,0.00815236811467912,0.0,single,0.22916666666666663,other / unknown,143385.0,skilled employee / official,1.0
0.2,management,divorced,secondary,no,5.0,yes,no,unknown,0.4,may,0.8521800326285142,0.0,0.0,0.0,unknown,yes,0.008662848274980206,0.0,single,0.35416666666666663,high school,127676.0,skilled employee / official,0.5
0.29090909090909095,management,married,tertiary,no,119.0,yes,no,unknown,0.4,may,0.3544352387959436,0.25,0.0,0.0,unknown,yes,0.009173328435281292,0.0,single,0.35416666666666663,high school,119276.0,skilled employee / official,0.5
0.018181818181818188,entrepreneur,single,primary,no,4.0,yes,no,unknown,0.4,may,0.24375419852212005,0.08333333333333333,0.0,0.0,unknown,yes,0.00968380858830642,0.0,single,0.27083333333333337,bachelors ,92542.0,skilled employee / official,0.5
0.6909090909090909,blue-collar,married,secondary,no,1262.0,yes,no,unknown,0.4,may,0.6404145740699269,0.0,0.0,0.0,unknown,yes,0.010194288748607505,0.0,single,0.20833333333333337,other / unknown,163329.0,management / self-employed / highly qualified employee / officer,0.5
0.4727272727272727,management,married,tertiary,no,1949.0,yes,no,unknown,0.4,may,0.42800934071206903,0.08333333333333333,0.0,0.0,unknown,yes,0.01070476890890859,0.0,non-single (divorced / separated / married / widowed),0.125,high school,130921.0,skilled employee / official,0.0
0.41818181818181815,entrepreneur,divorced,tertiary,no,-395.0,yes,no,unknown,0.4,may,0.29173730846741924,0.0,0.0,0.0,unknown,yes,0.011215249061933719,0.0,single,0.5,high school,133658.0,unemployed / unskilled,0.0
0.2545454545454546,blue-collar,married,secondary,no,1165.0,yes,no,unknown,0.4,may,0.6314577268801377,0.25,0.0,0.0,unknown,yes,0.011725729222234804,0.0,non-single (divorced / separated / married / widowed),0.08333333333333337,high school,155104.0,skilled employee / official,0.5
0.5454545454545454,management,married,unknown,no,2240.0,yes,no,unknown,0.4,may,0.5316528581939154,0.0,0.0,0.0,unknown,yes,0.012236209375259932,1.0,non-single (divorced / separated / married / widowed),0.7916666666666666,university,142335.0,unemployed / unskilled,0.5
0.2363636363636364,blue-collar,divorced,primary,no,300.0,yes,no,unknown,0.4,may,0.595630338120981,0.08333333333333333,0.0,0.0,unknown,yes,0.012746689535561018,1.0,non-single (divorced / separated / married / widowed),0.3125,high school,138387.0,management / self-employed / highly qualified employee / officer,0.5
0.3818181818181818,technician,married,secondary,no,3285.0,yes,no,unknown,0.4,may,1.0,0.08333333333333333,0.0,0.0,unknown,yes,0.013257169695862103,0.0,single,0.39583333333333337,high school,140182.0,skilled employee / official,0.0
0.5454545454545454,housemaid,married,secondary,no,3923.0,yes,no,unknown,0.43333333333333335,may,0.593711013723169,0.16666666666666669,0.0,0.0,unknown,yes,0.013767649848887231,1.0,non-single (divorced / separated / married / widowed),0.0625,high school,65421.0,unemployed / unskilled,0.0
0.5636363636363637,technician,divorced,primary,no,1443.0,yes,no,unknown,0.43333333333333335,may,0.2955759572630432,0.0,0.0,0.0,unknown,yes,0.014278130009188317,0.0,single,0.39583333333333337,high school,130500.0,unemployed / unskilled,0.0
0.4727272727272727,blue-collar,divorced,primary,no,24.0,yes,no,unknown,0.43333333333333335,may,0.5233357858033968,0.0,0.0,0.0,unknown,yes,0.014788610169489402,1.0,single ,0.27083333333333337,high school,122831.0,skilled employee / official,0.0
0.3454545454545454,blue-collar,single,primary,no,1618.0,yes,no,unknown,0.43333333333333335,may,0.9846134160775399,0.0,0.0,0.0,unknown,yes,0.01529909032251453,0.0,single,0.1875,other / unknown,84531.0,unemployed / unskilled,0.0
0.30909090909090914,management,divorced,tertiary,no,517.0,yes,yes,unknown,0.43333333333333335,may,0.8406640862416423,0.0,0.0,0.0,unknown,yes,0.015809570482815616,0.0,single,0.20833333333333337,other / unknown,180196.0,management / self-employed / highly qualified employee / officer,1.0
0.6727272727272728,retired,married,secondary,no,1521.0,yes,yes,unknown,0.43333333333333335,may,0.7107898019896991,0.08333333333333333,0.0,0.0,unknown,yes,0.0163200506431167,0.0,single,0.10416666666666663,other / unknown,92058.0,skilled employee / official,1.0
0.3454545454545454,blue-collar,married,secondary,no,2823.0,yes,no,unknown,0.43333333333333335,may,0.5399699305844339,0.0,0.0,0.0,unknown,yes,0.01683053079614183,0.0,single,0.22916666666666663,other / unknown,117158.0,skilled employee / official,0.0
0.4727272727272727,blue-collar,married,secondary,no,1405.0,yes,no,unknown,0.43333333333333335,may,0.3934615015514536,0.08333333333333333,0.0,0.0,unknown,yes,0.017341010956442915,0.0,single,0.7708333333333334,university,135830.0,skilled employee / official,0.5
